name,weight
create technical sketches for footwear,61
manage emergency evacuation plans,60
maintain work standards,60
liaise with security authorities,60
maintain records of maintenance interventions,60
keep stock records,60
hardware architectures,60
ICT communications protocols,60
"""create a products virtual model""",60
calibrate electronic instruments,60
dispose waste,60
apply airport standards and regulations,60
assess character,60
measure materials,60
perform office routine activities,60
"""consult students support system""",59
international financial reporting standards,59
acoustics,59
consult credit score,59
work with motion picture editing team,59
define technology strategy,59
social security law,59
data quality assessment,59
ensure vessel compliance with regulations,59
channel marketing,59
maintain healthcare user data confidentiality,59
send biological samples to laboratory,59
monitor water quality,59
ensure aircraft compliance with regulation,59
stay alert,59
operate lifting equipment,59
advise on legal decisions,59
implement ICT network diagnostic tools,59
teach economic principles,59
mix chemicals,59
editorial standards,58
use theoretical marketing models,58
read musical score,58
perform cost accounting activities,58
calculate production costs,58
security threats,58
use communication equipment,58
monitor technology trends,58
authoring software,58
examine advertisement layout,58
identify airport safety hazards,58
electrical discharge,58
STAF,58
environmental engineering,58
manage personnel,57
monitor temperature in manufacturing process of food and beverages,57
edit digital moving images,57
contextualise artistic work,57
Jenkins (tools for software configuration management),57
Salt (tools for software configuration management),57
virology,57
printing techniques,57
trading law,57
assist clients with special needs,57
conflict management,57
plan public housing,57
"""identify patients medical records""",57
create patterns for garments,57
monitor sociological trends,57
behavioural science,57
develop footwear collection,57
